22.079,10.928,-5.0036,2.5534
23.155,10.912,-0.51208,2.905
23.936,11.316,-1.8203,2.8163
22.252,10.881,-4.4734,2.3689
20.96,10.694,-5.5762,2.1831
24.537,10.454,-7.34,2.0463
23.122,11.324,1.4981,2.8676
22.19,13.015,4.9575,3.5017
25.547,11.63,-0.78994,0.89207
21.927,12.123,-4.1971,1.3267
23.089,12.143,-1.268,4.0335
23.309,12.751,-3.5752,4.4506
25.603,14.629,2.9085,8.8853
23.095,13.716,-0.20782,7.0996
23.807,14.149,1.4223,7.5831
25.393,16.094,0.50845,9.3451
23.92,14.646,-1.0145,8.9404
23.965,14.3,-5.4102,9.2724
21.662,13.626,2.2137,8.3982
23.017,15.291,4.8865,9.5858
25.133,14.305,-2.0304,9.2031
22.057,14.644,-2.9384,9.3034
24.174,14.788,-0.98738,9.4243
21.412,15.041,-2.2261,9.8793
24.593,15.233,-6.6982,9.7624
20.769,15.452,-6.1732,10.438
22.13,15.444,-4.5126,10.541
23.331,15.392,-7.3467,10.166
20.106,15.596,-6.5386,10.348
19.922,15.676,-6.6569,10.416
19.566,14.484,-7.2445,9.0638
22.18,14.73,-5.9613,9.3665
19.454,14.448,-3.5525,8.9421
19.512,13.97,-7.8916,8.3368
19.915,14.172,-7.098,8.6023
24.983,14.085,-7.9164,8.6324
25.05,14.398,-6.8401,8.99
22.163,14.446,-7.4427,8.9758
22.507,14.562,0.22935,9.1235
21.32,14.662,-6.6729,9.3438
21.616,14.529,-7.0477,9.0473
20.615,14.596,-5.9135,9.4232
23.223,14.706,-4.1802,9.4313
21.41,14.675,-1.6412,9.3463
20.385,14.846,3.5011,9.7921
20.181,14.763,-5.3061,9.5707
24.777,14.799,-0.3649,9.625
17.449,14.788,-5.6088,9.5879
22.137,14.743,-6.1021,9.4461
18.268,14.685,-5.9453,9.5363
20.311,14.591,-7.3171,9.232
18.87,14.7,-4.3372,9.6865
21.834,14.694,-4.4077,9.6338
20.547,15.473,6.1557,9.9804
19.848,14.644,-5.9268,9.1228
18.106,14.876,-6.7159,9.4241
16.492,14.76,-6.7791,9.2875
20.261,14.487,-7.5403,8.8894
20.572,14.715,-6.7165,9.2385
24.007,14.498,-6.8217,9.0095
19.624,14.118,-6.2367,8.9038
20.828,14.361,-7.0758,9.0623
18.978,14.413,-5.6319,9.1049
20.896,14.388,-4.861,9.1269
21.172,14.103,-5.905,8.7527
20.907,14.487,-6.8802,9.2475
19.151,14.241,-3.2785,8.8611
21.76,14.27,-6.6126,8.9866
20.116,14.932,4.002,9.6573
16.908,14.8,-6.753,9.6002
19.508,14.458,-2.4846,10.236
22.806,14.673,-1.5342,9.8219
25.141,14.726,-0.10039,10.67
22.914,14.838,0.8747,12.617
23.407,15.109,5.4973,15.461
23.812,14.685,-2.0825,9.4892
23.608,14.571,-1.9198,9.4928
20.438,14.796,1.0752,10.885
22.358,17.454,14.233,22.404
23.384,14.486,-4.4884,9.1979
21.198,18.402,16.027,24.261
23.109,17.976,15.814,24.127
22.446,15.683,10.579,18.84
22.309,14.625,-6.5779,9.3462
24.386,14.365,-1.5903,10.216
24.063,14.666,1.9229,9.353
19.984,14.505,-2.8384,9.7727
22.97,13.58,-5.6908,8.8873
19.612,14.374,1.8223,13.502
24.914,14.115,-3.2185,9.4351
21.285,16.215,11.28,19.815
23.085,14.234,-5.0638,8.7615
19.973,17.847,14.725,22.767
24.767,14.191,-7.1399,8.8212
21.923,18.296,15.78,23.743
24.829,14.671,-1.6494,9.3436
25.776,14.738,-0.323,9.4441
24.937,14.734,1.8723,10.036
23.647,14.216,-0.713,10.923
22.503,14.387,-4.4034,10.053
27.94,14.399,-4.6737,10.866
24.377,14.316,-0.41677,13.797
24.843,14.361,-6.5465,9.2441
23.111,15.316,9.0805,20.106
22.889,16.074,11.93,22.301
25.69,15.464,9.7608,19.698
22.019,17.964,15.798,25.901
22.682,14.25,-2.978,9.3662
22.398,14.476,5.868,19.562
26.132,14.002,-1.1501,12.617
23.488,14.788,13.715,26.099
24.875,14.289,-3.2108,9.4855
23.612,14.248,-1.0064,9.2643
24.889,14.12,-3.8254,8.8953
23.546,14.11,-2.9421,9.1304
23.616,14.207,-3.7551,9.3628
23.935,13.773,-7.5944,8.7532
25.724,13.832,-4.1567,8.8008
24.267,14.066,-7.5548,8.9394
22.294,14.147,4.2359,17.329
20.4,14.125,2.2874,14.21
22.663,14.194,3.609,16.601
25.673,14.226,10.776,23.191
23.207,14.813,13.524,26.107
21.933,14.363,8.1725,20.878
25.373,16.432,17.155,29.616
23.827,15.99,13.549,26.99
21.526,18.085,16.484,29.918
23.067,19.434,18.75,32.21
24.38,15.355,8.9319,22.48
20.892,14.13,-3.9912,9.567
22.147,15.393,13.485,26.219
24.016,14.042,-7.4607,9.504
18.411,17.164,19.409,30.404
23.356,14.398,-1.4061,9.5342
24.177,13.986,-5.4719,9.3477
23.881,14.272,-3.5485,9.5382
23.555,14.139,-7.0339,9.6271
23.571,14.155,-7.8457,9.6353
23.884,14.122,-8.3247,9.5917
22.178,13.893,-6.1005,9.8641
20.9,13.652,-3.7973,15.144
22.795,13.93,2.8516,12.45
18.46,14.178,0.30166,11.042
19.282,14.191,-2.4031,9.4398
23.408,14.208,-0.44064,9.4641
25.527,14.155,-1.8784,9.4555
23.584,14.327,2.585,13.929
23.449,14.1,-4.6985,9.4232
23.117,14.595,3.9458,9.7265
22.02,13.703,-1.6452,9.1577
20.981,13.903,-6.6511,9.1638
21.051,13.737,-5.1994,9.0122
21.424,13.978,-5.7226,9.3391
22.451,13.55,-1.5935,9.217
23.65,14.029,2.2168,9.7788
21.205,13.519,-1.593,12.17
23.545,13.654,-5.5872,9.0488
23.274,13.376,-2.4087,12.078
24.603,13.283,-3.9666,12.374
22.412,13.428,-5.7248,9.0019
21.408,13.819,-0.049103,10.28
24.576,13.792,-1.9888,9.8303
23.43,13.942,1.6402,9.4886
24.025,14.89,7.8251,10.664
26.402,13.548,-2.7,9.2374
23.477,13.569,-7.0323,9.0929
24.703,13.344,-3.4805,10.035
22.811,12.731,-2.314,9.2661
20.779,12.882,-3.1469,9.7523
23.831,12.833,-1.2417,9.6202
24.76,12.608,-8.0712,8.8251
23.897,16.36,12.52,18.661
22.095,12.865,-6.9871,8.8407
22.484,14.462,8.1045,14.465
22.04,17.087,14.371,20.23
23.116,12.788,-7.7249,8.7048
25.649,18.513,16.329,21.909
23.816,12.588,-1.4825,8.3826
24.71,18.73,16.729,22.219
25.405,12.471,-6.1258,8.3856
24.326,12.368,-5.217,8.2849
23.409,12.315,-7.0558,8.3126
21.832,12.703,-6.469,8.6234
17.086,12.017,-6.139,7.8958
22.963,12.017,-6.9712,8.0565
24.509,12.189,-7.5596,8.2797
20.285,12.54,-7.6461,8.8389
23.025,13.109,1.5538,9.335
25.018,12.982,0.20076,10.614
23.771,13.017,0.36388,9.3032
25.308,12.897,-2.7606,10.599
18.814,12.778,-3.56,8.9151
17.076,12.347,-3.7966,8.4262
23.039,12.486,-6.7899,8.6941
23.721,12.558,-6.2291,8.8277
25.667,12.666,-6.3784,8.8524
25.841,16.335,12.906,19.724
22.535,12.172,-5.3382,8.2896
26.236,12.668,-5.9368,8.9966
24.444,18.827,16.537,23.106
19.15,12.774,-8.1482,9.0819
22.486,19.734,17.971,24.299
24.254,13.461,1.2049,9.5369
25.98,19.905,18.238,24.501
26.403,15.035,10.804,17.302
23.412,12.822,-7.7432,9.1102
21.944,12.801,-8.2468,9.0988
24.09,12.804,-7.3981,9.0978
21.129,12.83,-7.8447,9.1788
22.099,13.046,-3.9079,9.4234
24.574,13.005,-6.0696,9.3635
26.304,13.184,-2.1074,9.7167
25.118,12.964,-5.8965,9.26
25.631,13.301,-6.9594,9.1784
19.825,13.597,-5.1523,8.8141
20.659,13.913,-2.0314,9.1445
24.145,13.393,-3.3816,8.6975
16.012,13.725,-3.4165,8.7279
21.245,13.379,-4.8679,9.0326
18.909,13.28,-4.8931,8.7879
18.311,13.373,-4.0913,8.6327
16.968,13.207,-0.49595,11.422
21.076,13.964,9.3837,18.964
23.433,13.448,-4.0352,8.5139
22.434,13.06,-4.7584,8.3635
15.554,13.29,-3.527,8.7189
22.602,13.278,-4.7286,8.6744
23.385,13.393,-3.9723,8.9126
22.267,13.528,-4.2257,8.927
19.067,13.963,4.3606,9.4192
20.694,14.304,0.28028,9.3877
17.015,13.511,-3.6405,8.6496
23.943,13.561,-1.6474,9.0113
20.644,13.298,-2.7264,8.804
22.023,13.152,4.6285,14.668
22.087,13.166,8.1419,17.841
21.586,12.86,-3.9228,8.0956
23.111,13.513,-4.588,8.8127
23.879,13.312,-2.802,8.5834
23.763,13.845,4.0075,9.3169
20.978,13.261,-2.7341,8.5311
19.735,13.295,-1.3065,8.8571
22.184,13.34,-1.7709,8.7329
23.522,13.68,0.76862,9.162
23.084,13.422,8.6498,18.401
23.852,13.142,3.7207,13.904
22.046,12.729,-3.3469,8.3754
20.256,12.934,5.4002,14.524
21.387,14.418,10.57,18.256
21.065,13.446,3.361,9.0139
22.315,13.449,-3.6751,8.9849
18.228,13.146,-1.7319,8.8634
